,spa,fre
2139,petɾoleɾas,petʁoljɛʁ
2140,sobjetiko,sovjetik
2141,ɾepljeɣe,ʁəpli
2142,xoias,ʒwajo
2143,tumoɾ,tymœʁ
2144,konseɾbaðoɾes,kɔ̃sɛʁvatœʁ
2145,siɣnos,siɲ
2146,diskɾetos,diskʁɛ
2147,tɾansfeɾensia,tʁɑ̃sfɛʁ
2148,konɣɾeso,kɔ̃ɡʁɛ
2149,ɾefuxiaɾse,ʁefyʒje
2150,konfiskaðas,kɔ̃fiske
2151,peɾðiðos,pɛʁdy
2152,klandestina,klɑ̃dɛstin
2153,komunismo,komynism
2154,peɾfiles,profi
2155,depaɾtamentos,depaʁtəmɑ̃
2156,kɾonoloxiko,kʁonoloʒik
2157,ɾomana,ʁomɛn
2158,kulpable,kupabl
2159,tesoɾeɾo,tʁezɔʁje
2160,alɣoɾitmos,alɡoʁitm
2161,inbitaðo,ɛ̃vite
2162,libeɾal,libeʁal
2163,ɾuptuɾas,ʁyptyʁ
2164,pista,pist
2165,meteoɾoloxia,meteoʁoloʒi
2166,leksiones,ləsɔ̃
2167,ekipo,ekip
2168,anekðota,anɛkdɔt
2169,pɾoðuktibiðað,prodyktivite
2170,mensaxe,mɛsaʒ
2171,kampeonatos,ʃɑ̃pjona
2172,ɾesolusiones,ʁezolysjɔ̃
2173,sondeos,sɔ̃daʒ
2174,kolektibas,kolɛktiv
2175,aksiðentes,aksidɑ̃
2176,inteɾna,ɛ̃tɛʁn
2177,torentes,toʁɑ̃
2178,bisentenaɾjo,bisɑ̃tənɛʁ
2179,sindikalista,sɛ̃dikalist
2180,ɾixiðas,ʁiʒid
2181,atɾosiðaðes,atʁosite
2182,teritoɾjos,tɛʁitwaʁ
2183,ɡɾatwita,ɡʁatɥit
2184,ekspeɾtos,ɛkspɛʁ
2185,sabanas,savan
2186,paðɾino,paʁɛ̃
2187,ɾentabiliðað,ʁɑ̃tabilite
2188,swisiðjos,sɥisid
2189,difeɾensial,difeʁɑ̃sjɛl
2190,koɾpoɾasion,kɔʁpoʁasjɔ̃
2191,paɾkes,paʁk
2192,komeɾsiales,komɛʁsjo
2193,pɾibilexiaða,pʁivileʒje
2194,automatikos,otomatik
2195,tuneles,tynɛl
2196,autoɾitaɾja,otoʁitɛʁ
2197,pasiente,pasjɑ̃
2198,koɾal,koʁaj
2199,libeɾtaðes,libɛʁte
2200,selektiba,selɛktiv
2201,sinjestɾo,sinistʁ
2202,ɾesusitaɾ,ʁɛsysite
2203,obsoletas,ɔbsolɛt
2204,depoɾtaðos,depoʁte
2205,ɡaɾantjas,ɡaʁɑ̃ti
2206,metal,metal
2207,inteɾaktibo,ɛ̃tɛʁaktif
2208,ɾeutilisasion,ʁeytilizasjɔ̃
2209,pɾinsipe,pʁɛ̃s
2210,konseɾbaðuɾismo,kɔ̃sɛʁvatism
2211,ileɣal,ileɡal
2212,beɾeðikto,vɛʁdikt
2213,espontaneamente,spɔ̃tanemɑ̃
2214,paɾisino,paʁizjɛ̃
2215,sepaɾatistas,sepaʁatist
2216,fɾaktuɾas,fʁaktyʁ
2217,aðultos,adylt
2218,ɾepɾesentaɾ,ʁəpʁesɑ̃te
2219,ɣɾjeɣos,ɡʁɛk
2220,bendision,benediksjɔ̃
2221,sindikalismo,sɛ̃dikalism
2222,aktibas,aktiv
2223,sintuɾon,sɛ̃tyʁ
2224,seɾebɾal,seʁebʁal
2225,munisiones,mynisjɔ̃
2226,ɡanan,ɡaɲ
2227,flota,flɔt
2228,meɾsenaɾjos,mɛʁsənɛʁ
2229,baɾjabiliðað,vaʁjabilite
2230,ɡɾupos,ɡʁup
2231,kubɾen,kuvʁ
2232,ɾomanas,ʁomɛn
2233,benɣansa,vɑ̃ʒɑ̃s
2234,detaʝes,detaj
2235,inbjeɾnos,ivɛʁ
2236,anomaljas,anomali
2237,ɾaðaɾes,ʁadaʁ
2238,solstisio,sɔlstis
2239,etiketas,etikɛt
2240,infinitamente,ɛ̃finimɑ̃
2241,beteɾanos,veteʁɑ̃
2242,finas,fin
2243,ɾefuxio,ʁəfyʒ
2244,sonas,zon
2245,inteɾjoɾ,ɛ̃teʁjœʁ
2246,peɾsistensia,pɛʁsistɑ̃s
2247,multinasional,myltinasjonal
2248,neutɾales,nœtʁ
2249,ɾekɾeaɾ,ʁəkʁee
2250,kɾomo,kʁom
2251,pɾotektoɾ,protɛktœʁ
2252,lexislasion,leʒislasjɔ̃
2253,libeɾaɾ,libeʁe
2254,bokal,vokal
2255,milisias,milis
2256,entusjasta,ɑ̃tuzjast
2257,baɾon,baʁɔ̃
2258,estabilisasion,stabilizasjɔ̃
2259,plantas,plɑ̃t
2260,ɾepublikano,ʁepyblikɛ̃
2261,bobinos,bovɛ̃
2262,diksionaɾjos,diksjonɛʁ
2263,ensiklopeðja,ɑ̃siklopedi
2264,miɣɾantes,miɡʁɑ̃
2265,diɣniðað,diɲite
2266,aɾkitektos,aʁʃitɛkt
2267,kɾeðito,kʁedi
2268,subteraneas,sutɛʁɛn
2269,finansieɾa,finɑ̃sjɛʁ
2270,aplikables,aplikabl
2271,pɾibaðas,pʁive
2272,seɾtifikaðos,sɛʁtifika
2273,xuɾisðiksion,ʒyʁidiksjɔ̃
2274,kompɾomiso,kɔ̃promi
2275,similaɾes,similɛʁ
2276,pɾematuɾamente,pʁematyʁemɑ̃
2277,konnotasion,konotasjɔ̃
2278,peɾsona,pɛʁsɔn
2279,ɾespetaðo,ʁɛspɛkte
2280,xuðisial,ʒydisjɛʁ
2281,wmeðales,ymid
2282,exeɾsisios,ɛgzɛʁsis
2283,deskɾipsiones,dɛskʁipsjɔ̃
2284,naufɾaxio,nofʁaʒ
2285,definiɾ,definiʁ
2286,komeɾsialmente,komɛʁsjaləmɑ̃
2287,espasial,spasjal
2288,nabales,naval
2289,peɾðiðas,pɛʁdy
2290,aɾmonja,aʁmoni
2291,fusjonando,fyzjɔn
2292,ekspeɾimental,ɛkspeʁimɑ̃tal
2293,indeseables,ɛ̃deziʁabl
2294,naufɾaɣos,nofʁaʒe
2295,tablas,tablo
2296,eksklusiba,ɛksklyziv
2297,kapasiðaðes,kapasite
2298,infɾaksiones,ɛ̃fʁaksjɔ̃
2299,fundasion,fɔ̃dasjɔ̃
2300,kontoɾnos,kɔ̃tuʁ
2301,lenɣwaxe,lɑ̃ɡaʒ
2302,pɾesiðentes,pʁezidɑ̃
2303,pɾepaɾatoɾja,pʁepaʁatwaʁ
2304,omosekswales,omosɛksɥɛl
2305,baʝes,vale
2306,biktoɾjana,viktɔʁjɛn
2307,ɾeximen,ʁeʒim
2308,funebɾes,fynɛbʁ
2309,nit͡ʃo,niʃ
2310,moðifikaɾ,modifje
2311,sekswaliðað,sɛksɥalite
2312,ɾekonosible,ʁəkonɛsabl
2313,piloto,pilɔt
2314,ɾeoɾɣanisasion,ʁeɔʁɡanizasjɔ̃
2315,mineɾas,minjɛʁ
2316,dɾamas,dʁam
2317,diswaðiɾ,disɥade
2318,apaɾtamentos,apaʁtəmɑ̃
2319,politoloɣo,politolɔɡ
2320,mikɾofono,mikʁo
2321,kɾitikaɾ,kʁitike
2322,ʝstoɾjaðoɾes,istɔʁjɛ̃
2323,momja,momi
2324,sosialismo,sosjalism
2325,djalektika,djalɛktik
2326,fɾaxiliðað,fʁaʒilite
2327,defensoɾ,defɑ̃sœʁ
2328,komeɾsialisaðos,komɛʁsjalize
2329,aɣɾikolas,aɡʁikɔl
2330,bɾonse,bʁɔ̃z
2331,abitante,abitɑ̃
2332,koeksistensia,koɛɡzistɑ̃s
2333,sulfato,sylfat
2334,supeɾjoɾ,sypeʁjœʁ
2335,ɡɾabemente,ɡʁavəmɑ̃
2336,abitantes,abitɑ̃
2337,ekskluiendo,ɛksklyɑ̃
2338,kontɾolaðoɾes,kɔ̃tʁolœʁ
2339,onoɾes,onœʁ
2340,dominaða,domine
2341,alemana,aləmɑ̃d
2342,xendaɾmeɾja,ʒɑ̃daʁməʁi
2343,puɾɣatoɾjo,pyʁɡatwaʁ
2344,pɾeseðente,pʁesedɑ̃
2345,ɾasonable,ʁɛzonabl
2346,espesifikasiones,spesifikasjɔ̃
2347,misiles,misil
2348,sosialista,sosjalist
2349,komeðjantes,komedjɛ̃
2350,finansiaðo,finɑ̃se
2351,ɾesiðensial,ʁezidɑ̃sjɛl
2352,indjo,ɛ̃djɛ̃
2353,nasiones,nasjɔ̃
2354,susesjon,syksɛsjɔ̃
2355,posision,pozisjɔ̃
2356,biktimas,viktim
2357,mobimjentos,muvəmɑ̃
2358,inundasiones,inɔ̃dasjɔ̃
2359,inteɣɾaðos,ɛ̃teɡʁe
2360,oɾisontalmente,oʁizɔ̃taləmɑ̃
2361,espektakulo,spɛktakl
2362,siklos,sikl
2363,doblaðas,duble
2364,ɾebolusionaɾja,ʁevolysjonɛʁ
2365,sondas,sɔ̃d
2366,demolision,demolisjɔ̃
2367,kansiʝeɾ,ʃɑ̃səlje
2368,bokasion,vokasjɔ̃
2369,sindɾome,sɛ̃dʁom
2370,bulɣaɾ,vylɡɛʁ
2371,konteneɾ,kɔ̃təniʁ
2372,feɾboɾ,fɛʁvœʁ
2373,mental,mɑ̃tal
2374,enanos,nɛ̃
2375,plumas,plym
2376,kontɾibusion,kɔ̃tʁibysjɔ̃
2377,klases,klas
2378,mosketeɾos,muskətɛʁ
2379,flamenkos,flamɑ̃
2380,pɾestasiones,pʁɛstasjɔ̃
2381,moluskos,molysk
2382,meksikana,mɛksikɛn
2383,xuɣetes,ʒwɛ
2384,ɾealismo,ʁealism
2385,obxetibos,ɔbʒɛktif
2386,kooɾðinasion,koɔʁdinasjɔ̃
2387,sektas,sɛkt
2388,blokeaðos,bloke
2389,kontɾaðiktoɾjas,kɔ̃tʁadiktwaʁ
2390,pɾobokasion,provokasjɔ̃
2391,seɾbisio,sɛʁvis
2392,ɡabinete,kabinɛ
2393,ɾobustos,ʁobyst
2394,salaɾjos,salɛʁ
2395,kompɾesjon,kɔ̃pʁɛsjɔ̃
2396,folkloɾe,fɔlklɔʁ
2397,lunaɾ,lynɛʁ
2398,fosiles,fosil
2399,pastoɾal,pastoʁal
2400,komposision,kɔ̃pɔzisjɔ̃
2401,pɾebisjones,pʁevizjɔ̃
2402,kolonja,koloni
2403,korespondensia,koʁɛspɔ̃dɑ̃s
2404,ɾepɾesentasiones,ʁəpʁezɑ̃tasjɔ̃
2405,kontables,kɔ̃tabl
2406,pulmones,pumɔ̃
2407,oɾisontes,oʁizɔ̃
2408,ɾeljebes,ʁəljɛf
2409,disolbentes,sɔlvɑ̃
2410,fjeles,fidɛl
2411,dessendjentes,dɛsɑ̃dɑ̃
2412,teɾmal,tɛʁmal
2413,konstitusional,kɔ̃stitysjonɛl
2414,komunes,komyn
2415,mineɾo,minje
2416,bariles,baʁil
2417,komeɾsial,komɛʁsjal
2418,inkɾeible,ɛ̃kʁwajabl
2419,inisialmente,inisjaləmɑ̃
2420,benta,vɑ̃t
2421,pulmon,pumɔ̃
2422,akusaðos,akyze
2423,meðaʝas,medaj
2424,aɾabe,aʁab
2425,ɾestauɾaɾ,ʁɛstoʁe
2426,bombas,bɔ̃b
2427,ɾesientes,ʁesɑ̃t
2428,limitasion,limitasjɔ̃
2429,elites,elit
2430,espektakulaɾes,spɛktakylɛʁ
2431,aɾtikulos,aʁtikl
2432,etapas,etap
2433,depɾesjones,depʁɛsjɔ̃
2434,metoðoloxia,metodoloʒi
2435,imitando,imitɑ̃
2436,demoleɾ,demoliʁ
2437,kopja,kopi
2438,elektoɾes,elɛktœʁ
2439,kolonos,kolɔ̃
2440,kontakto,kɔ̃takt
2441,kompetensias,kɔ̃petɑ̃s
2442,seɾja,səʁɛ
2443,dibisjon,divizjɔ̃
2444,kometeɾ,komɛtʁ
2445,obseɾbatoɾjo,ɔbsɛʁvatwaʁ
2446,komeɾsialisaðo,komɛʁsjalize
2447,bolkan,vɔlkɑ̃
2448,semana,səmɛn
2449,peɾsonas,pɛʁsɔn
2450,seksos,sɛks
2451,impɾesjonaðo,ɛ̃pʁɛsjone
2452,wmano,ymɛ̃
2453,inboluntaɾjamente,ɛ̃volɔ̃tɛʁəmɑ̃
2454,faktoɾ,faktœʁ
2455,pɾefjeɾe,pʁefɛʁ
2456,pluma,plym
2457,ikonos,ikon
2458,milisianos,milisjɛ̃
2459,supeɾfisies,syʁfas
2460,sineastas,sineast
2461,islamista,islamist
2462,sosioloxika,sosjoloʒik
2463,tɾjanɣwlaɾ,tʁijɑ̃ɡylɛʁ
2464,solaɾes,solɛʁ
2465,oɾatoɾja,oʁatwaʁ
2466,inspektoɾ,ɛ̃spɛktœʁ
2467,ɾespiɾatoɾja,ʁɛspiʁatwaʁ
2468,pasjon,pasjɔ̃
2469,ɾapiðamente,ʁapidəmɑ̃
2470,pɾoklamaɾ,proklame
2471,desisibas,desiziv
2472,publikasiones,pyblikasjɔ̃
2473,espesimenes,spesimɛn
2474,paɾlamentos,paʁləmɑ̃
2475,pastoɾ,pastœʁ
2476,konsekwensias,kɔ̃sekɑ̃s
2477,kolisjones,kolizjɔ̃
2478,ɾeseɾbaðos,ʁezɛʁve
2479,kɾeatiba,kʁeativ
2480,opsiones,ɔpsjɔ̃
2481,insiðentes,ɛ̃sidɑ̃
2482,seɾpjentes,sɛʁpɑ̃
2483,ekspeɾjensias,ɛkspeʁjɑ̃s
2484,inteɾfas,ɛ̃tɛʁfas
2485,puntos,pwɛ̃
2486,oɾaɾjos,oʁɛʁ
2487,infinita,ɛ̃fini
2488,kapitalisasion,kapitalizasjɔ̃
2489,ɾeðuksiones,ʁedyksjɔ̃
2490,desoɾðen,dezɔʁdʁ
2491,supɾesjon,sypʁɛsjɔ̃
2492,kontɾol,kɔ̃tʁol
2493,ɡɾupo,ɡʁup
2494,kompensasion,kɔ̃pɑ̃sasjɔ̃
2495,efekto,efɛ
2496,eksplotaða,ɛksplwate
2497,ɾasonamjento,ʁɛzɔnəmɑ̃
2498,disolbente,sɔlvɑ̃
2499,peɾpetwa,pɛʁpetɥite
2500,foɾmato,fɔʁma
2501,dominaðo,domine
2502,desmantelamjento,demɑ̃tɛləmɑ̃
2503,inspektoɾes,ɛ̃spɛktœʁ
2504,poɾtal,pɔʁtaj
2505,benefisiaɾjos,benefisjɛʁ
2506,tɾaxeðjas,tʁaʒedi
2507,plasas,plas
2508,eksposisiones,ɛkspozisjɔ̃
2509,ɾeibindikasion,ʁəvɑ̃dikasjɔ̃
2510,mekanismos,mekanism
2511,konduktoɾ,kɔ̃dyktœʁ
2512,fjebɾe,fjɛvʁ
2513,apaɾjensias,apaʁɑ̃s
2514,sansiones,sɑ̃ksjɔ̃
2515,ebitando,evitɑ̃
2516,konsepsion,kɔ̃sɛpsjɔ̃
2517,oktubɾe,oktɔbʁ
2518,piɾatas,piʁat
2519,bomba,bɔ̃b
2520,ireɣwlaɾiðaðes,iʁeɡylaʁite
2521,bisantina,bizɑ̃tin
2522,diɾektos,diʁɛkt
2523,antisemita,ɑ̃tisemit
2524,italjanos,italjɛ̃
2525,katalanes,katalɑ̃
2526,torente,toʁɑ̃
2527,pɾjoɾitaɾja,pʁijoʁitɛʁ
2528,sinaɣoɣas,sinaɡɔɡ
2529,dibiðiɾ,divize
2530,pɾebension,pʁevɑ̃sjɔ̃
2531,mateɾna,matɛʁnɛl
2532,konsoliðaɾ,kɔ̃sɔlide
2533,fit͡ʃeɾo,fiʃje
2534,abitaða,abite
2535,paisaxe,peizaʒ
2536,pinto,pɛ̃
2537,infoɾmaðo,ɛ̃fɔʁme
2538,susesibas,syksɛsiv
2539,ɡloɾjosa,ɡlɔʁjœz
2540,estɾikta,stʁikt
2541,feministas,feminist
2542,neɣatibas,neɡativ
2543,blokeaðo,bloke
2544,pwentes,pɔ̃
2545,distoɾsjon,distɔʁsjɔ̃
2546,tɾaðuksion,tʁadyksjɔ̃
2547,inspiɾaðas,ɛ̃spiʁe
2548,poɾselana,pɔʁsəlɛn
2549,difisiles,difisil
2550,iðeas,ide
2551,misjon,misjɔ̃
2552,elemento,elemɑ̃
2553,sombis,zɔ̃bi
2554,buɾɣeses,buʁʒwa
2555,pɾeskɾipsion,pʁɛskʁipsjɔ̃
2556,djamantes,djamɑ̃
2557,pɾesjon,pʁɛsjɔ̃
2558,moðifikaðos,modifje
2559,mineɾal,mineʁal
2560,mobilisasion,mobilizasjɔ̃
2561,kolektibamente,kolɛktivəmɑ̃
2562,kondenaɾ,kɔ̃dɑne
2563,lentamente,lɑ̃təmɑ̃
2564,kompatɾjotas,kɔ̃patʁijɔt
2565,foɾmales,fɔʁmɛl
2566,kombatjentes,kɔ̃batɑ̃
2567,djalekto,djalɛkt
2568,inteɾðissiplinaɾjo,ɛ̃tɛʁdisiplinɛʁ
2569,dɾoɣa,dʁɔɡ
2570,pɾoseso,prosɛsys
2571,beinte,vɛ̃
2572,ekibalentes,ekivalɑ̃t
2573,maɾxen,maʁʒ
2574,ɾoðante,ʁulɑ̃
2575,foɾos,foʁɔm
2576,aɾtifisial,aʁtifisjɛl
2577,dominaðos,domine
2578,koopeɾasion,koopeʁasjɔ̃
2579,difusjon,difyzjɔ̃
2580,obseɾbaðoɾes,ɔbsɛʁvatœʁ
2581,mandaɾin,mɑ̃daʁɛ̃
2582,xenosiðjo,ʒenosid
2583,iɾlandeses,iʁlɑ̃dɛ
2584,ɾespeto,ʁɛspɛ
2585,inteɾaksiones,ɛ̃tɛʁaksjɔ̃
2586,eksamenes,ɛgzamɛ̃
2587,konstɾwiðos,kɔ̃stʁɥi
2588,xaponesas,ʒaponɛz
2589,pɾoteinas,protein
2590,ɾiðikulo,ʁidikyl
2591,moðeɾasion,modeʁasjɔ̃
2592,katalana,katalan
2593,dikes,diɡ
2594,aɾxentina,aʁʒɑ̃tin
2595,insiðente,ɛ̃sidɑ̃
2596,kandiðatuɾa,kɑ̃didatyʁ
2597,duɾaɾ,dyʁe
2598,konfiɾmando,kɔ̃fiʁmɑ̃
2599,unibeɾsitaɾja,ynivɛʁsitɛʁ
2600,maxestað,maʒɛste
2601,ɾuleta,ʁulɛt
2602,xeneɾal,ʒeneʁal
2603,difisil,difisil
2604,ɾeunjones,ʁeynjɔ̃
2605,inkonbenjentes,ɛ̃kɔ̃venjɑ̃
2606,komplementaɾja,kɔ̃plemɑ̃tɛʁ
2607,anomalja,anomali
2608,absoɾbiðo,absɔʁbe
2609,poetikos,poetik
2610,nobjembɾe,novɑ̃bʁ
2611,eksteɾnos,ɛkstɛʁn
2612,eksplikasion,ɛksplikasjɔ̃
2613,komeɾsio,komɛʁs
2614,miʝaɾ,milje
2615,libanesa,libanɛz
2616,moɾiɾ,muʁiʁ
2617,kontɾibuie,kɔ̃tʁiby
2618,maxia,maʒi
2619,wmanitaɾjas,ymanitɛʁ
2620,lektuɾas,lɛktyʁ
2621,bapoɾes,vapœʁ
2622,kɾeaɾ,kʁee
2623,impoɾtaðo,ɛ̃pɔʁte
2624,konsepsiones,kɔ̃sɛpsjɔ̃
2625,eksteɾjoɾes,ɛksteʁjœʁ
2626,aktibiðaðes,aktivite
2627,ɾeseɾbaɾ,ʁezɛʁve
2628,pɾima,pʁim
2629,menta,mɑ̃t
2630,xuɾista,ʒyʁist
2631,pɾoðuktoɾes,prodyktœʁ
2632,aneksos,ɑnɛks
2633,sentimjentos,sɑ̃timɑ̃
2634,pɾopjas,prɔpʁ
2635,ɡɾatwitos,ɡʁatɥi
2636,defendja,defɑ̃dɛ
2637,foɾmaðos,fɔʁme
2638,ɡwbeɾnamentales,ɡuvɛʁnəmɑ̃tal
2639,kuɾjosamente,kyʁjœzəmɑ̃
2640,bɾutaliðað,bʁytalite
2641,platafoɾmas,plat-fɔʁm
2642,lixeɾos,leʒe
2643,kuɾða,kyʁd
2644,ostil,ɔstil
2645,lenɣwaxes,lɑ̃ɡaʒ
2646,toleɾansia,toleʁɑ̃s
2647,empleaðoɾ,ɑ̃plwajœʁ
2648,ɾeflexaɾ,ʁəflete
2649,ɾasismo,ʁasism
2650,ambisiones,ɑ̃bisjɔ̃
2651,baɣones,vaɡɔ̃
2652,ɡwaɾðjana,ɡaʁdjɛn
2653,limitaɾ,limite
2654,paðɾes,paʁɑ̃
2655,pɾoɣɾamasion,proɡʁɑmasjɔ̃
2656,inkapases,ɛ̃kapabl
2657,inmeðjatos,imedja
2658,tutela,tytɛl
2659,estɾuktuɾaða,stʁyktyʁe
2660,mineɾos,minje
2661,konsulta,kɔ̃syltasjɔ̃
2662,ɾespektibamente,ʁɛspɛktivəmɑ̃
2663,anales,anal
2664,moðestos,modɛst
2665,pensaðoɾ,pɑ̃sœʁ
2666,lenta,lɑ̃t
2667,kastas,kast
2668,kontɾibuien,kɔ̃tʁiby
2669,kɾiteɾjo,kʁitɛʁ
2670,ɾelansaɾ,ʁəlɑ̃se
2671,biʝete,bijɛ
2672,kompwestos,kɔ̃pɔze
2673,pɾepaɾatibos,pʁepaʁatif
2674,eskolaɾ,skolɛʁ
2675,inteɾesante,ɛ̃teʁɛsɑ̃
2676,pɾometiðo,promi
2677,komisjon,komisjɔ̃
2678,tempeɾamento,tɑ̃peʁamɑ̃
2679,definitibo,definitif
2680,polisia,pɔlis
2681,ɾekoɾðs,ʁəkɔʁ
2682,populaɾes,popylɛʁ
2683,ambiɣwo,ɑ̃biɡy
2684,eskwaðɾones,ɛskadʁɔ̃
2685,paɾametɾos,paʁamɛtʁ
2686,monumentos,monymɑ̃
2687,publisiðað,pyblisite
2688,kolonjas,koloni
2689,kultuɾa,kyltyʁ
2690,laboɾatoɾjo,laboʁatwaʁ
2691,ɾumoɾes,ʁymœʁ
2692,finansieɾas,finɑ̃sjɛʁ
2693,minutos,minyt
2694,desisjon,desizjɔ̃
2695,ɾumanas,ʁumɛn
2696,bjenal,bjɛnal
2697,kable,kabl
2698,masibamente,masivəmɑ̃
2699,aðmiɾaðoɾ,admiʁatœʁ
2700,definisiones,definisjɔ̃
2701,kanto,ʃɑ̃te
2702,inisiatibas,inisjativ
2703,asamblea,asɑ̃ble
2704,kapitulasion,kapitylasjɔ̃
2705,sentɾos,sɑ̃tʁ
2706,aðministɾasiones,administʁasjɔ̃
2707,meɾkuɾjo,mɛʁkyʁ
2708,maxistɾatuɾa,maʒistʁatyʁ
2709,diɾektiba,diʁɛktiv
2710,klimas,klima
2711,ɾektanɣwlo,ʁɛktɑ̃ɡl
2712,konsultoɾ,kɔ̃syltɑ̃
2713,autonomas,otonom
2714,aɾtifisiales,aʁtifisjɛl
2715,aplikasiones,aplikasjɔ̃
2716,kompasjon,kɔ̃pasjɔ̃
2717,kompaɾtimentos,kɔ̃paʁtimɑ̃
2718,politikamente,politikəmɑ̃
2719,feɾtil,fɛʁtil
2720,fɾekwensias,fʁekɑ̃s
2721,maɾtiɾes,maʁtiʁ
2722,pasaxeɾo,pasaʒe
2723,unibeɾsiðaðes,ynivɛʁsite
2724,kwestjonaɾjo,kɛstjonɛʁ
2725,peɾmitiðo,pɛʁmi
2726,austɾaljanos,ostʁaljɛ̃
2727,dibeɾsifikasion,divɛʁsifikasjɔ̃
2728,monoloɣo,monolɔɡ
2729,omoxeneas,omoʒɛn
2730,feɾtiles,fɛʁtil
2731,ekonomjas,ekonomi
2732,aktwalmente,aktɥɛləmɑ̃
2733,mitin,mitiŋ
2734,positibos,pozitif
2735,aktibo,aktif
2736,delimitaðo,delimite
2737,tɾansisiones,tʁɑ̃zisjɔ̃
2738,eksteɾno,ɛkstɛʁn
2739,eskandinabos,skɑ̃dinav
2740,pɾometeðoɾ,promɛtœʁ
2741,korektamente,koʁɛktəmɑ̃
2742,dulse,dus
2743,ɾepɾesentan,ʁəpʁezɑ̃t
2744,siɣla,siɡl
2745,konsentɾasion,kɔ̃sɑ̃tʁasjɔ̃
2746,tɾaðision,tʁadisjɔ̃
2747,aeɾeas,aeʁjɛn
2748,klasifikasion,klasifikasjɔ̃
2749,espaɲolas,ɛspaɲɔl
2750,kampaɲa,kɑ̃paɲ
2751,lektoɾ,lɛktœʁ
2752,koreo,kuʁje
2753,sekswalmente,sɛksɥɛləmɑ̃
2754,paɾtes,paʁti
2755,kulinaɾja,kylinɛʁ
2756,insendjos,ɛ̃sɑ̃di
2757,muskulos,myskl
2758,obɾeɾos,uvʁje
2759,pasifista,pasifist
2760,oxibas,oʒiv
2761,solusiones,sɔlysjɔ̃
2762,teknoloxias,tɛknoloʒi
2763,bakantes,vakɑ̃
2764,olibos,olivje
2765,pɾoɣɾeso,proɡʁɛ
2766,elektoɾal,elɛktoʁal
2767,tentasion,tɑ̃tasjɔ̃
2768,sibilisasion,sivilizasjɔ̃
2769,pɾibaðos,pʁive
2770,impoɾtasiones,ɛ̃pɔʁtasjɔ̃
2771,kolonisaɾ,kolonize
2772,nasion,nasjɔ̃
2773,simpatisantes,sɛ̃patisɑ̃
2774,moðifikaðo,modifje
2775,fɾankofonos,fʁɑ̃kofɔn
2776,konsultas,kɔ̃syltasjɔ̃
2777,deskɾitos,dekʁi
2778,konseɾbaðoɾa,kɔ̃sɛʁvatʁis
2779,t͡ʃeke,ʃɛk
2780,ɾekomendasion,ʁəkomɑ̃dasjɔ̃
2781,wmana,ymɛn
2782,ɾespeta,ʁɛspɛkt
2783,pɾotaɣonistas,protaɡonist
2784,pɾeokupasiones,pʁeokypasjɔ̃
2785,belɣa,bɛlʒ
2786,pɾoblemas,problɛm
2787,inteɾkontinental,ɛ̃tɛʁkɔ̃tinɑ̃tal
2788,monasteɾjos,monastɛʁ
2789,aleatoɾja,aleatwaʁ
2790,sepaɾaɾ,sepaʁe
2791,ilustɾaðo,ilystʁe
2792,konseptos,kɔ̃sɛpt
2793,soliðaɾiðað,solidaʁite
2794,teroɾistas,tɛʁoʁist
2795,koloɾasion,koloʁasjɔ̃
2796,natasion,natasjɔ̃
2797,indibiðwos,ɛ̃dividy
2798,optimista,ɔptimist
2799,intimas,ɛ̃tim
2800,listas,list
2801,ɾapiðas,ʁapid
2802,poɾtales,pɔʁtaj
2803,deklaɾasiones,deklaʁasjɔ̃
2804,oɾɣanos,ɔʁɡan
2805,dessentɾalisasion,desɑ̃tʁalizasjɔ̃
2806,eksplotasiones,ɛksplwatasjɔ̃
2807,sekɾetos,sɛkʁɛ
2808,diktaðoɾ,diktatœʁ
2809,ɾesumiɾ,ʁezyme
2810,konbeɾtiðoɾ,kɔ̃vɛʁtisœʁ
2811,fuɾoɾ,fyʁœʁ
2812,deteɾminasion,detɛʁminasjɔ̃
2813,konsentɾasiones,kɔ̃sɑ̃tʁasjɔ̃
2814,solaɾ,solɛʁ
2815,kotisasiones,kotizasjɔ̃
2816,mantenimjento,mɛ̃tjɛ̃
2817,palestina,palɛstinjɛn
2818,paɾtikulas,paʁtikyl
2819,sauses,sol
2820,pensjon,pɑ̃sjɔ̃
2821,atɾaen,atiʁ
2822,aklamaðo,aklame
2823,fines,finwa
2824,kombinaɾ,kɔ̃bine
2825,misteɾjosamente,misteʁjœzəmɑ̃
2826,litjo,litjɔm
2827,fondos,fɔ̃
2828,disiðentes,disidɑ̃
2829,bakas,vaʃ
2830,omoloɣos,omolɔɡ
2831,implisitamente,ɛ̃plisitəmɑ̃
2832,insekto,ɛ̃sɛkt
2833,tɾaðuksiones,tʁadyksjɔ̃
2834,koleksiones,kolɛksjɔ̃
2835,konbensiones,kɔ̃vɑ̃sjɔ̃
2836,aðaptaɾ,adapte
2837,tempoɾal,tɑ̃poʁɛʁ
2838,bankaɾja,bɑ̃kɛʁ
2839,supeɾjoɾiðað,sypeʁjoʁite
2840,dispeɾsos,dispɛʁse
2841,korosjon,koʁozjɔ̃
2842,dibeɾxensia,divɛʁʒɑ̃s
2843,eneɾxetika,enɛʁʒetik
2844,ɾeðistɾibusion,ʁədistʁibysjɔ̃
